objectid,year,agency,unit_id,fire_name,alarm_date,cont_date,gis_acres,complex_name,shape__area,shape__length,duration_days,intensity,rescaled_intensity
10252,1987.0,USF,MDF,HIGHROCK,1987-09-01 00:00:00+00:00,1987-09-12 00:00:00+00:00,948.7501,,6807692.08203125,16791.3487435852,11 days,40.08007703392057,52.0
10257,1987.0,USF,KNF,FORT/COPPER,1987-08-30 00:00:00+00:00,1987-10-07 00:00:00+00:00,30975.4,,226421903.171875,85589.7288297037,38 days,59.9313380264729,77.0
10258,1987.0,USF,KNF,BEARCAT,1987-08-30 00:00:00+00:00,1987-09-18 00:00:00+00:00,1932.244,,14078508.4179688,18570.8555384406,19 days,45.79665292626384,59.0
10259,1987.0,USF,KNF,DEEP LAKE,1987-08-30 00:00:00+00:00,1987-09-07 00:00:00+00:00,120.2539,,869826.1484375,3946.8780711753,8 days,30.87398221328358,40.0
10260,1987.0,USF,MNF,FORKS,1987-09-01 00:00:00+00:00,1987-09-04 00:00:00+00:00,298.3636,,2052593.06640625,6402.84975176114,3 days,29.136266719226413,38.0
10261,1987.0,USF,MNF,BERRY,1987-09-01 00:00:00+00:00,1987-09-02 00:00:00+00:00,8.08546,,55441.05078125,1031.34916031745,1 days,12.242279041638875,16.0
10263,1987.0,CCO,LAC,RUBY FIRE,1987-09-20 00:00:00+00:00,1987-09-20 00:00:00+00:00,10092.91,,60418525.6054688,50743.2418684235,0 days,33.28962704424681,43.0
10265,1987.0,USF,SHF,JESSIE,1987-08-30 00:00:00+00:00,1987-09-12 00:00:00+00:00,3238.827,,22744171.3789062,28767.3741693377,13 days,45.46133630967139,58.0
10266,1987.0,USF,SHF,FRIENDLY,1987-08-30 00:00:00+00:00,1987-09-10 00:00:00+00:00,3465.903,,24284290.296875,30728.9405680437,11 days,44.75529085204103,58.0
10267,1987.0,USF,SHF, ,1987-08-30 00:00:00+00:00,1987-09-12 00:00:00+00:00,995.5349,,6972898.984375,13050.471357955,13 days,41.20434038112775,53.0
10268,1987.0,USF,SHF,WALLOW,1987-08-30 00:00:00+00:00,1987-09-20 00:00:00+00:00,3054.078,,21365707.3125,20592.9650274297,21 days,48.03670910140428,62.0
10269,1987.0,USF,SHF,COLD,1987-08-30 00:00:00+00:00,1987-09-11 00:00:00+00:00,16145.77,,113219023.3125,70915.3341194982,12 days,50.80383959471,65.0
10270,1987.0,USF,SHF,FLUME,1987-08-30 00:00:00+00:00,1987-09-10 00:00:00+00:00,12616.72,,88150065.4609375,51915.7861989884,11 days,49.41975347887215,63.0
10275,1987.0,USF,SNF,CHAWANAKEE,1987-06-22 00:00:00+00:00,1987-06-26 00:00:00+00:00,1487.008,,9505847.171875,13784.6275311786,4 days,36.30228483509208,47.0
10277,1987.0,CDF,MEU,MENDENHALL,1987-09-02 00:00:00+00:00,1987-09-17 00:00:00+00:00,65468.35,,446107355.976562,126678.878030407,15 days,57.13884095060857,73.0
10282,1987.0,USF,SQF, ,1987-08-31 00:00:00+00:00,1987-09-02 00:00:00+00:00,196.6831,,1206734.08203125,4259.14673504705,2 days,25.863720256455114,34.0
10283,1987.0,USF,SQF, ,1987-08-30 00:00:00+00:00,1987-09-01 00:00:00+00:00,11.78633,,72118.76953125,1101.06387910673,2 days,15.976551506840508,21.0
10284,1987.0,USF,SQF, ,1987-09-01 00:00:00+00:00,1987-09-02 00:00:00+00:00,109.2837,,668783.09765625,3308.07835107055,1 days,21.255988610219923,28.0
10287,1987.0,CDF,TUU,PIERCE,1987-08-29 00:00:00+00:00,1987-09-05 00:00:00+00:00,685.4352,,4320687.4921875,10632.8667016074,7 days,36.40723803417338,47.0
10294,1987.0,USF,CNF,POSER,1987-07-01 00:00:00+00:00,1987-07-01 00:00:00+00:00,39.70755,,228497.1328125,3874.00547199548,0 days,13.382788194955966,18.0
10295,1987.0,CDF,MVU,SKYLINE,1987-08-02 00:00:00+00:00,1987-08-03 00:00:00+00:00,94.0724,,539509.33984375,4205.55515348433,1 days,20.720096166730883,27.0
10312,1987.0,USF,KNF,CLIFF,1987-08-30 00:00:00+00:00,1987-09-23 00:00:00+00:00,308.5931,,2240533.34375,6450.14038243804,24 days,40.559046390599576,52.0
10313,1987.0,USF,KNF,KELSEY,1987-08-30 00:00:00+00:00,1987-09-25 00:00:00+00:00,4191.48,,30409972.2890625,22435.7829819065,26 days,50.44241266406604,65.0
10314,1987.0,USF,KNF,ELK LICK,1987-08-30 00:00:00+00:00,1987-10-07 00:00:00+00:00,790.5961,,5770166.109375,10088.2622313515,38 days,46.691115009055174,60.0
10315,1987.0,USF,KNF,TEN BALD,1987-08-30 00:00:00+00:00,1987-10-15 00:00:00+00:00,18354.76,,133578759.039062,67897.7855152898,46 days,59.19258569632015,76.0
10316,1987.0,USF,KNF,BIG BUCK,1987-08-30 00:00:00+00:00,1987-10-09 00:00:00+00:00,431.444,,3149286.46875,9111.54041722166,40 days,44.816497107245624,58.0
10317,1987.0,USF,KNF,ELK,1987-08-30 00:00:00+00:00,1987-09-09 00:00:00+00:00,144.0054,,1042380.96484375,3836.97300581902,10 days,32.75741019428388,42.0
10318,1987.0,CDF,MEU,LAUDER,1987-09-29 00:00:00+00:00,1987-10-05 00:00:00+00:00,2040.261,,13852508.3203125,30159.1497889829,6 days,39.518748313201776,51.0
10319,1987.0,USF,KNF,GULCH,1987-08-30 00:00:00+00:00,1987-10-12 00:00:00+00:00,8275.934,,60239049.0039062,40872.9677199767,43 days,55.90999952494724,72.0
10320,1987.0,USF,KNF,SLIDE,1987-08-30 00:00:00+00:00,1987-09-20 00:00:00+00:00,115.4595,,843717.3359375,3720.31667036506,21 days,36.240455570680844,47.0
10321,1987.0,USF,KNF,THOMPSON,1987-08-30 00:00:00+00:00,1987-10-20 00:00:00+00:00,8908.497,,65147817.3203125,66558.3889649447,51 days,57.2061271327065,73.0
10322,1987.0,USF,KNF,CHINA,1987-08-30 00:00:00+00:00,1987-10-12 00:00:00+00:00,2915.008,,21254661.84375,18484.7995842165,43 days,52.14309983416774,67.0
10323,1987.0,USF,KNF,SNOW BRUSH,1987-08-30 00:00:00+00:00,1987-09-20 00:00:00+00:00,116.0267,,850189.765625,3621.8750522731,21 days,36.25799835731948,47.0
10324,1987.0,USF,KNF,COUGAR #2,1987-08-30 00:00:00+00:00,1987-10-18 00:00:00+00:00,1602.951,,11649329.9648438,12990.1822745205,49 days,50.77315676492482,65.0
10325,1987.0,USF,KNF,SLATER,1987-08-30 00:00:00+00:00,1987-09-20 00:00:00+00:00,5553.978,,40515999.0078125,28753.3883097935,21 days,50.195514698901846,64.0
10326,1987.0,USF,KNF,KING TITUS,1987-08-30 00:00:00+00:00,1987-10-18 00:00:00+00:00,68071.66,,493569002.226562,138507.139798147,49 days,64.30648317268661,82.0
10329,1987.0,USF,SRF,SCORPION,1987-06-16 00:00:00+00:00,1987-06-20 00:00:00+00:00,19.91492,,143608.29296875,1345.07991360455,4 days,20.903574478582883,27.0
10330,1987.0,USF,SRF,HORSE LINTO,1987-06-27 00:00:00+00:00,1987-06-28 00:00:00+00:00,122.479,,871085.0,3312.74952539303,1 days,21.66405298336346,28.0
10331,1987.0,USF,SRF,WINNEBAGO,1987-08-17 00:00:00+00:00,1987-08-18 00:00:00+00:00,75.67765,,542538.67578125,2614.40996473547,1 days,19.943690633406536,26.0
10333,1987.0,USF,SRF,WOODTICK,1987-10-07 00:00:00+00:00,1987-10-08 00:00:00+00:00,9.957563,,71799.8046875,951.086311382566,1 days,12.91876224162377,17.0
10336,1987.0,USF,KNF,LAKE,1987-08-30 00:00:00+00:00,1987-09-28 00:00:00+00:00,18234.25,,132666241.21875,66099.7308028146,29 days,56.400143486528684,72.0
10337,1987.0,USF,MNF,SLIDES,1987-09-01 00:00:00+00:00,1987-09-19 00:00:00+00:00,913.3517,,6323008.12890625,11139.5639888657,18 days,42.776847530724304,55.0
10338,1987.0,USF,MNF,FOUTS,1987-09-01 00:00:00+00:00,1987-09-14 00:00:00+00:00,16362.88,,110892968.089844,66448.4230311672,13 days,51.309086863334926,66.0
10342,1987.0,USF,TNF,INDIAN,1987-06-26 00:00:00+00:00,1987-06-28 00:00:00+00:00,18.95248,,127703.078125,1644.16824600517,2 days,17.58323417692223,23.0
10343,1987.0,USF,TNF,INDIAN,1987-08-29 00:00:00+00:00,1987-09-11 00:00:00+00:00,9242.692,,62992055.8984375,41012.1534122541,13 days,49.24688311032699,63.0
10344,1987.0,USF,TOI, ,1987-06-13 00:00:00+00:00,1987-06-13 00:00:00+00:00,1000.959,,6844068.4453125,13004.9899775937,0 days,24.948974276103076,33.0
10347,1987.0,USF,MDF,TRIANGLE,1987-09-12 00:00:00+00:00,1987-09-30 00:00:00+00:00,67.97961,,493492.23828125,4478.36099795976,18 days,33.44531042599796,43.0
10348,1987.0,USF,MDF,DITTO,1987-09-01 00:00:00+00:00,1987-09-01 00:00:00+00:00,96.14893,,696810.15234375,3359.56790991612,0 days,16.523498639655,22.0
10349,1987.0,USF,MDF,TIMBER,1987-07-08 00:00:00+00:00,1987-07-08 00:00:00+00:00,1.841503,,13341.359375,472.446410477856,0 days,3.770785123401272,6.0
10350,1987.0,USF,MDF,CEDAR,1987-09-01 00:00:00+00:00,1987-09-12 00:00:00+00:00,350.2419,,2534120.90234375,7248.08747593197,11 days,36.488417115881575,47.0
10351,1987.0,USF,STF,HALLS,1987-08-30 00:00:00+00:00,1987-08-31 00:00:00+00:00,6.361603,,41144.25,762.302261860342,1 days,11.482594025559854,15.0
10352,1987.0,USF,MDF,QUAKING,1987-07-15 00:00:00+00:00,1987-07-21 00:00:00+00:00,4812.283,,34709330.8554688,29104.3067268339,6 days,42.616058194654634,55.0
10353,1987.0,USF,MDF,EAST SAND,1987-07-15 00:00:00+00:00,1987-07-15 00:00:00+00:00,2.062669,,14987.05859375,517.659911183165,0 days,4.041420983663365,6.0
10354,1987.0,USF,SHF,EAST,1987-08-30 00:00:00+00:00,1987-09-25 00:00:00+00:00,11473.77,,81196723.0585938,50398.4963175228,26 days,54.077886864285,69.0
10355,1987.0,USF,SHF,PEANUT,1987-08-30 00:00:00+00:00,1987-09-12 00:00:00+00:00,6265.907,,43878144.5898438,40025.5570111469,13 days,47.84354980945323,61.0
10356,1987.0,USF,SHF, ,1987-08-30 00:00:00+00:00,1987-09-02 00:00:00+00:00,101.2452,,707205.59375,3726.04953490403,3 days,25.257333939842585,33.0
10357,1987.0,USF,PNF, ,1987-08-30 00:00:00+00:00,1987-09-01 00:00:00+00:00,55.27206,,382597.46484375,2736.40629509611,2 days,21.32698070080591,28.0
10358,1987.0,USF,PNF, ,1987-08-30 00:00:00+00:00,1987-09-01 00:00:00+00:00,17.26581,,119458.640625,1496.88355687118,2 days,17.264327373254197,23.0
10359,1987.0,USF,PNF, ,1987-08-18 00:00:00+00:00,1987-08-19 00:00:00+00:00,409.2386,,2806680.62109375,6401.31073183467,1 days,25.99931753495055,34.0
10360,1987.0,USF,PNF, ,1987-08-30 00:00:00+00:00,1987-09-05 00:00:00+00:00,129.9443,,889777.1875,4570.39830997823,6 days,29.60174650029196,38.0
10362,1987.0,USF,LPF,MATIAS,1987-08-23 00:00:00+00:00,1987-08-26 00:00:00+00:00,427.7046,,2555551.73828125,7783.44068465113,3 days,30.432906305783913,39.0
10383,1987.0,USF,LPF, ,1987-05-25 00:00:00+00:00,1987-06-02 00:00:00+00:00,372.7341,,2230000.4453125,7095.91982486891,8 days,34.93840750497559,45.0
10384,1987.0,USF,LPF,FISH,1987-10-01 00:00:00+00:00,1987-10-18 00:00:00+00:00,4341.198,,26031402.8984375,32394.7953521203,17 days,48.06861827374002,62.0
10399,1987.0,USF,LPF, ,1987-09-03 00:00:00+00:00,1987-09-03 00:00:00+00:00,1105.589,,6865980.6875,12259.5353827163,0 days,25.30760896502107,33.0
10404,1987.0,CDF,MVU,PALOMAR,1987-10-03 00:00:00+00:00,1987-10-24 00:00:00+00:00,15581.67,,90587031.828125,55540.9577616073,21 days,53.91983646803353,69.0
10405,1987.0,USF,CNF,SILVERADO,1987-09-09 00:00:00+00:00,1987-09-13 00:00:00+00:00,7693.384,,45151599.0195312,34600.7576484343,4 days,42.234872169355675,54.0
10426,1987.0,USF,BDF,TRUCK,1987-05-31 00:00:00+00:00,1987-06-01 00:00:00+00:00,1180.415,,7010986.72265625,14306.8022967133,1 days,29.818472004045333,39.0
10430,1987.0,USF,SHF,STRAUSE,1987-08-30 00:00:00+00:00,1987-10-13 00:00:00+00:00,8626.759,,61331811.5546875,35054.959852429,44 days,56.19847727393199,72.0
10431,1987.0,USF,SHF,RIPSTEIN,1987-08-30 00:00:00+00:00,1987-09-26 00:00:00+00:00,4088.898,,28989786.9335938,25071.2224151235,27 days,50.57724451180638,65.0
10432,1987.0,USF,SHF,GULCH,1987-08-30 00:00:00+00:00,1987-09-11 00:00:00+00:00,6584.263,,46347380.0390625,36389.435359514,12 days,47.56544435031014,61.0
10433,1987.0,USF,SHF,BEAR,1987-08-30 00:00:00+00:00,1987-09-14 00:00:00+00:00,4954.731,,34874907.484375,30834.9045962765,15 days,47.81946084378207,61.0
10434,1987.0,USF,SHF, ,1987-08-30 00:00:00+00:00,1987-09-11 00:00:00+00:00,1118.878,,7872327.12109375,13381.7521411372,12 days,41.16865634553839,53.0
10435,1987.0,USF,SHF,TRINITY,1987-08-30 00:00:00+00:00,1987-09-12 00:00:00+00:00,1307.624,,9190443.98828125,16492.4435247013,13 days,42.18806891322581,54.0
10442,1987.0,CDF,TUU,CASE,1987-08-29 00:00:00+00:00,1987-09-10 00:00:00+00:00,4510.327,,28235556.2226562,36277.1319359222,12 days,46.19971845679862,59.0
10443,1987.0,USF,SHF,LAZYMAN,1987-09-01 00:00:00+00:00,1987-09-21 00:00:00+00:00,1497.386,,10365898.1992188,19258.0360840059,20 days,45.177491520237446,58.0
10444,1987.0,USF,SQF, ,1987-08-30 00:00:00+00:00,1987-08-30 00:00:00+00:00,592.0664,,3643063.45703125,8910.89070419847,0 days,23.055495786675586,30.0
10445,1987.0,USF,LNF,LOST,1987-08-31 00:00:00+00:00,1987-09-08 00:00:00+00:00,22781.43,,160997935.429688,57716.5309371541,8 days,49.77915292493764,64.0
10448,1987.0,BLM,BBD,NEW IDRIA,1987-10-03 00:00:00+00:00,1987-10-05 00:00:00+00:00,184.2534,,1152124.546875,6659.6146430896,2 days,25.62923842572051,33.0
10449,1987.0,BLM,BBD,LIGHTNING 2,1987-05-08 00:00:00+00:00,1987-05-08 00:00:00+00:00,211.306,,1325269.01953125,8993.01614100295,0 days,19.346292790459575,25.0
10450,1987.0,BLM,BBD,HARLAN,1987-07-29 00:00:00+00:00,1987-07-30 00:00:00+00:00,9.905059,,62481.109375,998.08985319619,1 days,12.901419661800013,17.0
10451,1987.0,BLM,BBD,STATECA 17,1987-05-14 00:00:00+00:00,1987-05-14 00:00:00+00:00,2010.743,,12553611.3007812,17688.0604393027,0 days,27.465800239513282,36.0
10452,1987.0,BLM,NOD,SLATTERY,1987-08-04 00:00:00+00:00,1987-08-05 00:00:00+00:00,105.6043,,745090.65625,4881.34347058306,1 days,21.133468925733574,28.0
10453,1987.0,BLM,BBD,PO70CREEK,1987-06-01 00:00:00+00:00,1987-06-01 00:00:00+00:00,65.97687,,404146.05078125,2847.87384281543,0 days,15.180683077118164,20.0
10454,1987.0,BLM,BBD,SAWMILL,1987-06-23 00:00:00+00:00,1987-06-24 00:00:00+00:00,174.3416,,1071615.30859375,4145.41453765601,1 days,22.930202840257465,30.0
10455,1987.0,BLM,BBD,EGLE,1987-07-08 00:00:00+00:00,1987-07-08 00:00:00+00:00,39.03122,,239128.2890625,2112.5325093305,0 days,13.322294598710787,18.0
10456,1987.0,BLM,BBD,FIVE,1987-07-15 00:00:00+00:00,1987-07-16 00:00:00+00:00,174.6814,,1059214.1328125,5430.1551803926,1 days,22.937193379186503,30.0
10457,1987.0,BLM,BBD,KRN 9954,1987-07-07 00:00:00+00:00,1987-07-07 00:00:00+00:00,58.59283,,356219.01953125,2340.20278931016,0 days,14.75890844979567,20.0
10458,1987.0,BLM,BBD,KRN 10261,1987-07-11 00:00:00+00:00,1987-07-11 00:00:00+00:00,332.6028,,2023444.890625,6536.70554141927,0 days,20.978054081989377,27.0
10459,1987.0,BLM,BBD,LIGHTNING 5,1987-09-01 00:00:00+00:00,1987-09-03 00:00:00+00:00,52.4226,,326544.8828125,2444.74488243659,2 days,21.13935276029567,28.0
10460,1987.0,USF,CNF,MATEO,1987-05-06 00:00:00+00:00,1987-05-06 00:00:00+00:00,195.6918,,1141313.51171875,5380.72216955788,0 days,19.07046843586825,25.0
10461,1987.0,USF,ENF, ,1987-08-02 00:00:00+00:00,1987-09-04 00:00:00+00:00,11.41062,,76536.72265625,1031.63188285637,33 days,30.840696055134366,40.0
10462,1987.0,USF,ENF, ,1987-04-22 00:00:00+00:00,1987-04-22 00:00:00+00:00,16.90359,,112741.1875,1210.49045851586,0 days,10.416905687240533,14.0
10463,1987.0,USF,SHF,CHINA,1987-08-30 00:00:00+00:00,1987-10-13 00:00:00+00:00,8909.144,,63463054.0390625,38241.4479204829,44 days,56.314762413172815,72.0
10464,1987.0,USF,SHF,BACKBONE,1987-08-30 00:00:00+00:00,1987-09-17 00:00:00+00:00,1076.09,,7644391.4453125,13822.0203338455,18 days,43.36829263877998,56.0
10465,1987.0,USF,SNF,HITES,1987-02-07 00:00:00+00:00,1987-02-07 00:00:00+00:00,13.89355,,89107.84765625,1148.019419324,0 days,9.75227122030256,13.0
10466,1987.0,USF,SNF,CORBETT,1987-07-26 00:00:00+00:00,1987-07-26 00:00:00+00:00,21.94322,,140575.80859375,1426.30555951385,0 days,11.31243861665756,15.0
10467,1987.0,USF,SNF,MORMON,1987-08-30 00:00:00+00:00,1987-09-01 00:00:00+00:00,26.97684,,172522.37890625,2018.00028967255,2 days,18.80373962289311,25.0
10468,1987.0,USF,INF, ,1987-08-30 00:00:00+00:00,1987-09-02 00:00:00+00:00,179.0973,,1162843.7734375,4414.14051657943,3 days,27.301441951935047,35.0
10469,1987.0,USF,INF, ,1987-08-22 00:00:00+00:00,1987-08-25 00:00:00+00:00,436.3795,,2822914.6640625,7744.30565535118,3 days,30.50524016850138,40.0
10470,1987.0,USF,INF,LAUREL,1987-08-30 00:00:00+00:00,1987-09-04 00:00:00+00:00,1018.144,,6577393.8984375,12260.1056694184,5 days,36.060090161004844,47.0
10471,1987.0,USF,LNF, ,1987-08-31 00:00:00+00:00,1987-09-07 00:00:00+00:00,186.0189,,1312376.41796875,5237.51570306167,7 days,31.71222279618465,41.0
10472,1987.0,USF,LNF,BOUNDARY,1987-08-12 00:00:00+00:00,1987-08-13 00:00:00+00:00,119.1893,,843696.1484375,5267.12376469831,1 days,21.566552589129156,28.0
10473,1987.0,USF,MNF,CARDENAS,1987-09-01 00:00:00+00:00,1987-09-09 00:00:00+00:00,223.3738,,1541003.33203125,4853.59775256836,8 days,33.09611021517143,43.0
10474,1987.0,USF,MNF,HAYDON,1987-08-31 00:00:00+00:00,1987-09-03 00:00:00+00:00,7.459641,,51007.90234375,908.276947482902,3 days,16.25919986180443,22.0
10475,1987.0,USF,MNF,HALL,1987-08-31 00:00:00+00:00,1987-10-22 00:00:00+00:00,81.95542,,558645.4765625,2795.29482469299,52 days,40.43785503542945,52.0
10476,1987.0,USF,SQF, ,1987-08-30 00:00:00+00:00,1987-09-04 00:00:00+00:00,25.08731,,156379.57421875,1524.60980640954,5 days,22.82586188849079,30.0
10477,1987.0,USF,SQF, ,1987-08-09 00:00:00+00:00,1987-08-09 00:00:00+00:00,9.366981,,58344.44140625,967.979987189444,0 days,8.444102033603617,12.0
10478,1987.0,USF,SQF, ,1987-08-30 00:00:00+00:00,1987-09-06 00:00:00+00:00,14.99379,,93061.45703125,1238.18064035167,7 days,22.833451431777583,30.0
10479,1987.0,USF,SQF, ,1987-08-31 00:00:00+00:00,1987-09-01 00:00:00+00:00,53.99247,,334596.28125,2178.38955048699,1 days,18.743439739892846,25.0
10480,1987.0,USF,SQF, ,1987-08-30 00:00:00+00:00,1987-09-01 00:00:00+00:00,8.083467,,49897.56640625,970.717055011863,2 days,14.741974741422649,20.0
10481,1987.0,USF,SQF,FAY,1987-08-30 00:00:00+00:00,1987-09-05 00:00:00+00:00,12153.3,,74843162.03125,63001.4887698828,6 days,45.96067287583597,59.0
10482,1987.0,USF,SQF, ,1987-06-24 00:00:00+00:00,1987-06-25 00:00:00+00:00,46.71891,,287255.05859375,2515.01306795933,1 days,18.231193548570012,24.0
10483,1987.0,USF,SQF, ,1987-06-10 00:00:00+00:00,1987-06-11 00:00:00+00:00,561.7554,,3435273.94140625,11088.2613503568,1 days,27.14068542227145,35.0
10484,1987.0,USF,SRF,LILLY PAD TEN,1987-04-24 00:00:00+00:00,1987-04-25 00:00:00+00:00,3.982959,,28608.70703125,600.354227389718,1 days,10.073500285947802,14.0
10485,1987.0,USF,SRF,SWIM,1987-08-30 00:00:00+00:00,1987-08-31 00:00:00+00:00,3.983359,,27656.82421875,590.282057659151,1 days,10.07379011904195,14.0
10486,1987.0,USF,SRF,BLAKE,1987-08-30 00:00:00+00:00,1987-09-05 00:00:00+00:00,3178.703,,22332880.9609375,19916.2313500253,6 days,41.119087784323284,53.0
10487,1987.0,USF,SRF,TRAVIS,1987-08-31 00:00:00+00:00,1987-09-06 00:00:00+00:00,11041.88,TRAVIS COMPLEX,76448198.6796875,50049.3566443362,6 days,45.61441601887857,59.0
10488,1987.0,USF,KNF,HOTELLING,1987-08-30 00:00:00+00:00,1987-10-17 00:00:00+00:00,16646.89,,119075724.085938,75167.7077329726,48 days,59.09695780610475,76.0
10489,1987.0,USF,KNF,NIELON,1987-08-30 00:00:00+00:00,1987-09-21 00:00:00+00:00,1467.574,,10548456.34375,15198.6051706639,22 days,45.66594774671533,59.0
10491,1987.0,USF,STF,CASCADE,1987-07-31 00:00:00+00:00,1987-08-02 00:00:00+00:00,29.31972,,192859.23828125,1682.85981188886,2 days,19.094117696684414,25.0
10492,1987.0,USF,STF,DOUD,1987-09-10 00:00:00+00:00,1987-09-10 00:00:00+00:00,6.941091,,45567.7734375,811.224711148162,0 days,7.481576104102092,10.0
10493,1987.0,USF,STF,PACK,1987-08-29 00:00:00+00:00,1987-08-31 00:00:00+00:00,20.29512,,132093.10546875,1328.48450945451,2 days,17.818379895415884,23.0
10494,1987.0,USF,STF,NELLIE,1987-10-11 00:00:00+00:00,1987-10-13 00:00:00+00:00,8.098564,,52434.96875,866.685783706301,2 days,14.747970872014216,20.0
10495,1987.0,USF,STF,HAMM,1987-08-30 00:00:00+00:00,1987-09-13 00:00:00+00:00,33143.88,STANISLAUS COMPLEX,215266515.070312,117548.66435194,14 days,54.283045639031855,70.0
10496,1987.0,USF,STF,HASLOE,1987-09-01 00:00:00+00:00,1987-09-07 00:00:00+00:00,6523.606,,42270447.7304688,34748.9332020971,6 days,43.71444073655674,56.0
10498,1987.0,USF,STF,PAPER,1987-08-31 00:00:00+00:00,1987-10-12 00:00:00+00:00,45020.3,STANISLAUS COMPLEX,293228702.261719,114170.635186771,42 days,61.88355199474533,79.0
10499,1987.0,USF,STF,MOORE,1987-08-31 00:00:00+00:00,1987-08-31 00:00:00+00:00,23.30925,,154136.8046875,1654.3807903008,0 days,11.52126216629895,16.0
10500,1987.0,USF,STF,RIVER II,1987-08-30 00:00:00+00:00,1987-09-04 00:00:00+00:00,701.407,,4580810.94921875,11440.4081777972,5 days,34.71616428971057,45.0
10501,1987.0,USF,STF,EVER,1987-08-28 00:00:00+00:00,1987-08-29 00:00:00+00:00,519.2816,,3375921.49609375,8928.65657420747,1 days,26.85733534045273,35.0
10502,1987.0,USF,STF,CALF,1987-05-08 00:00:00+00:00,1987-05-08 00:00:00+00:00,4929.293,,31934971.734375,27715.8148914133,0 days,30.70243039451158,40.0
10503,1987.0,USF,STF,JARREL,1987-09-03 00:00:00+00:00,1987-09-12 00:00:00+00:00,1813.505,,11816199.796875,15329.4136578739,9 days,41.29316961671214,53.0
10504,1987.0,USF,STF,LARSON,1987-08-30 00:00:00+00:00,1987-09-10 00:00:00+00:00,48086.96,STANISLAUS COMPLEX,311663288.1875,105264.976822449,11 days,54.25063078424055,70.0
10507,1987.0,NPS,KNP,CARARACT,1987-08-19 00:00:00+00:00,1987-09-10 00:00:00+00:00,20.24492,,128818.12109375,2033.22246526348,22 days,30.371231206169895,39.0
10508,1987.0,NPS,KNP,DOG CREEK,1987-07-08 00:00:00+00:00,1987-10-27 00:00:00+00:00,412.4233,,2618637.37109375,9997.45200712015,111 days,50.85142955538733,65.0
10509,1987.0,NPS,KNP,BURNT MT,1987-09-21 00:00:00+00:00,1987-11-13 00:00:00+00:00,35.59087,,225966.921875,2707.4041549034,53 days,37.59774516431196,48.0
10510,1987.0,NPS,KNP,JO,1987-07-04 00:00:00+00:00,1987-11-13 00:00:00+00:00,30.47485,,192018.84765625,2621.50320724922,132 days,42.612620232053374,55.0
10511,1987.0,NPS,KNP,MUIR,1987-08-30 00:00:00+00:00,1987-09-02 00:00:00+00:00,12.45666,,78445.046875,1647.42625867585,3 days,17.935174235294877,24.0
10512,1987.0,NPS,CNP,E TWIN HARBOR,1987-02-25 00:00:00+00:00,1987-02-25 00:00:00+00:00,2.245288,,13265.74609375,459.486906092316,0 days,4.2505437594042395,6.0
10513,1987.0,NPS,KNP,HALSTEAD3,1987-06-01 00:00:00+00:00,1987-09-30 00:00:00+00:00,981.1725,,6176011.546875,15126.0221447517,121 days,54.50317149764381,70.0
10514,1987.0,NPS,KNP,ASH MTN,1987-06-26 00:00:00+00:00,1987-06-27 00:00:00+00:00,89.41762,,561110.0078125,5011.06255516853,1 days,20.53884011242093,27.0
10515,1987.0,NPS,KNP,KAWEAH,1987-07-28 00:00:00+00:00,1987-08-03 00:00:00+00:00,149.6944,,938461.6484375,5454.99341323351,6 days,30.108986049818675,39.0
10516,1987.0,NPS,KNP,FUNSTON,1987-07-19 00:00:00+00:00,1987-11-15 00:00:00+00:00,62.9641,,394669.40234375,3363.44800684188,119 days,44.53877760045329,57.0
10517,1987.0,NPS,KNP,SODA CREE,1987-09-26 00:00:00+00:00,1987-11-13 00:00:00+00:00,175.7565,,1101562.37109375,6643.98502572006,48 days,42.68531711647291,55.0
10518,1987.0,NPS,KNP,COFFEE,1987-08-29 00:00:00+00:00,1987-09-10 00:00:00+00:00,196.1928,,1228207.23828125,6423.11255447381,12 days,34.897598436518486,45.0
10519,1987.0,NPS,KNP,LAUREL,1987-06-28 00:00:00+00:00,1987-07-25 00:00:00+00:00,5.339771,,33420.2109375,895.265393784434,27 days,27.217992984055183,35.0
10520,1987.0,NPS,JTP,QUAIL,1987-05-09 00:00:00+00:00,1987-05-09 00:00:00+00:00,170.2195,,1005411.984375,4095.44503780992,0 days,18.569692873181857,24.0
10521,1987.0,NPS,JTP,PAUL,1987-09-02 00:00:00+00:00,1987-09-05 00:00:00+00:00,1115.264,,6584860.3046875,14495.6167187829,3 days,33.888264892052646,44.0
10522,1987.0,NPS,JTP,BLACKBRUSH,1987-09-02 00:00:00+00:00,1987-09-04 00:00:00+00:00,123.6705,,729837.77734375,3690.13676350353,2 days,24.1992150410643,32.0
10524,1987.0,NPS,YNP,FROG,1987-06-28 00:00:00+00:00,1987-11-04 00:00:00+00:00,3838.912,,25072799.0273438,32923.2790347941,129 days,59.8178359816814,77.0
10525,1987.0,NPS,YNP,GLEN AULIN,1987-09-21 00:00:00+00:00,1987-11-20 00:00:00+00:00,262.2744,,1708082.62890625,8716.93787909899,60 days,45.47480511900805,58.0
10526,1987.0,NPS,YNP,CAMPGROUND,1987-07-07 00:00:00+00:00,1987-11-20 00:00:00+00:00,1207.296,,7841035.67578125,13970.3184187384,136 days,55.96642890062413,72.0
